REG_ID_ENR,OTHER_INSTITUTION_AUTRE
480055,CDN CENTRE ON SUBSTANCE ABUSE
480058,HOUSE OF COMMONS; SENATE; LABORATORY CENTRE FOR DISEASE CONTROL; PRIME MINISTER OFFICE; CANADIAN INS
480060,MEMBERS OF PARLIAMENT
480060,MINISTERS
480060,SENATORS
480060,PMO CHIEF POLICY ADVISOR
480065,TRAVAIL-CANADA
480071,CANADIAN CUSTOMS AND REVENUE AGENCY
480096,MEMBERS OF PARLIAMENT
480097,MEMBERS OF PARLIAMENT
480097,CANADA FOUNDATION FOR INNOVATION
480098,MEMBERS OF PARLIAMENT
480100,CANADA FOUNDATION FOR INNOVATION
480100,MEMBERS OF PARLIAMENT
480101,MEMBERS OF PARLIAMENT
480101,CANADA FOUNDATION FOR INNOVATION
480106,DÉPUTÉS ET MEMBRES DU COMITÉ PERMANENT DE LA SANTÉ
480110,OFFICE OF THE COMMISSIONER FOR AQUACULTURE DEVELOPMENT
480112,LABOUR CANADA
480127,CANADIAN INSTITUTION OF HEALTH RESEARCH
480127,ANY AGENCY THAT DEALS WITH TOBACCO ISSUES
480127,"HOUSE OF COMMONS, SENATE"
480127,PRIME MINISTERS OFFICE
480130,SENATE
480133,CLIMATE CHANGE SECRETARIAT
480136,EXPORT DEVELOPMENT BANK
480136,CANADIAN JUDICIAL COUNCIL
480145,MEMBERS OF THE GOVERNOR IN COUNCIL
480145,INVESTMENT CANADA
480147,MEMBERS OF PARLIAMENT
480156,"TOURISM, CULTURE, ECONOMIC DEVELOPMENT & MUNICIPAL AFFAIRS"
480158,MEMBERS OF PARLIAMENT
480184,CLIMATE CHANGE SECRETARIAT
480205,PRIME MINISTER'S OFFICE AND DEPARTMENT OF ENERGY
480205,PRIME MINISTER'S OFFICE AND DEPARTMENT OF ENERGY
480207,MPS AND PMO
480208,TECHNOLOGY PARTNERSHIPS CANADA - AEROSPACE & DEFENCE
492686,PRIME MINISTERS OFFICE
492703,MIN. OF INFRASTRUCTURE
492704,MIN. OF INFRASTRUCTURE
492708,FARM CREDIT CORPORATION
492708,PEST MANAGEMENT REGULATORY AGENC
492709,PEST MANAGEMENT REGULATORY AGENC
492709,FARM CREDIT CORPORATION
492712,ALL DEPARTMENTS OPERATING FLEETS
492713,ALL DEPARTMENTS OPERATING FLEETS
492728,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
492730,NATIONAL ARTS CENTRE / CENTRE NATIONAL DES ARTS
492730,CANADIAN BROADCASTING CORPORATION / SOCIETE RADIO CANADA
492732,SENATE
492738,GENOME CANADA
492749,FOREIGN AFFAIRS AND INTERNATIONAL TRADE
492751,"HOUSE OF COMMONS, SENATE"
492754,INVESTMENT CANADA
492756,CANADA POST
492762,HAZARDOUS MATERIALS INFORMATION COMMISSION
492762,FEDERAL ENVIRONMENT ASSESSMENT REVIEW OFFICE
492771,SENATE
492776,MEASUREMENT CANADA
492777,NATIONAL SECRETARIAT ON HOMELESSNESS
492789," POLICY AND LAW ENFORCEMENT DIRECTORATE, SOLICITOR GENERAL CANADA"
492789," ABORIGINAL POLICY UNIT, SOLICITOR GENERAL CANADA"
492801,MIN. OF INFRASTRUCTURE
492805,AUDITOR GENERAL OF CANAD
492805,EXPORT DEVELOPMENT CORPORATION
492805,OFFICE OF CRITICAL INFRASTRUCTURE PROTECTION AND EMERGENCY PREPAREDNESS
492805,COMMISSION ON THE FUTURE OF HEALTH CARE IN CANADA
492807,TELEFILM
492810,MEMBERS OF PARLIAMENT
492814,STATUS OF WOMEN SECRETARIAT
492814,NATIONAL FORUM ON HEALTH CARE
492814,IMMIGRATION CANADA
492814,MEDICAL RESEARCH COUNCIL
492815,STATUS OF WOMEN SECRETARIAT
492815,NATIONAL FORUM ON HEALTH
492815,MEDICAL RESEARCH COUNCIL
492815,IMMIGRATION CANADA
492817,CANADIAN INSTITUTIONS FOR HEALTH RESEARCH
492817,CANADIAN BLOOD AGENCY
492817,STANDARDS COUCNIL OF CANADA
492817,SENATE
492817,LABORATORY CENTRE FOR DISEASE CONTROL
492817,MEDICAL RESEARCH COUNCIL
492819,PMO
492822,CANADA GRAINS COUNCIL
492823,QUEBEC OFFICE DE LA LANGUE FRANGAISE
492823,ONTARIO MINISTRY OF ENVIRONMENT
492823,B.C. MINISTRY OF ENVIRONMENT LANDS & PARKS
492823,"ONTARIO MINISTRY OF ECONOMIC DEVELOPMENT, TRADE ETC."
492824,OFFICE OF SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
492826,CANADA MORTGAGE & HOUSING CORPORATION (CMHC)
492826,PRIME MINISTERS OFFICE
492836,MINISTERE SANTE ET SERVICES SOCI
492837,CONSEIL DU TRESOR
492837,MINISTRE INDUSTRIE COMMERCE SCIE
492837,MINISTERE SANTE ET SERVICES SOCI
492837,CONDITION FEMININE
492837,MIN. DE L'EDUCATION
492837,CONSEIL CONSULTATIF PHARMACOLOGI
492837,MINISTERE DES FINANCES
492837,MIN. APPROVISIONNEMENT ET SERVIC
492840,CDN CENTRE ON SUBSTANCE ABUSE
492840,SENATE
492845,"PRIME MINISTER'S OFFICE, PLO"
492847,MILLENNIUM SCHOLARSHIP FOUNDATION
492847,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA
492847,CANADIAN INSTITUTE FOR HEALTH RESEARCH
492848,INTERGOUVERNMENTAL  AFFAIRS
492850,LABOUR CANADA
492853,OFFICE OF SUPERIN. OF FIN. INSTN
492855,LABOUR CANADA
492856,LABOUR CANADA
492869,FARM CREDIT CORPORATION
492869,PEST MANAGEMENT REGULATORY AGENC
492870,FARM CREDIT CORPORATION
492870,PEST MANAGEMENT REGULATORY AGENC
492874,CANADIAN WILDLIFE SERVICE
492881,OFFICE OF SUPERIN. OF FIN. INSTN
492892,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
492893,SENATE
492894,HOUSE OF COMMONS AND SENATE
492897,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
492899,FARM CREDIT CORPORATION
492899,PEST MANAGEMENT REGULATORY AGENC
492908,"CCRA, CIC"
492909,CANADIAN WILDLIFE SERVICE
492920,CANADIAN CUSTOMS AND REVENUE AGENCY
492923,CDN. FOOD INSPECTION AGENCY
492923,CDN. INSTITUTES FOR HEALTH RESEARCH
492926,CANADA POST
492935, OBJECTIFS ET BUTS DE L'ACPA
492942,PEST MANAGEMENT REGULATORY AGENC
492942,FARM CREDIT CORPORATION
514844,Canadian Border Services
514853,Major Projects Management Office
514860,Intergovernmental Affairs
514860,"Vancouver MRO-Minister's Regional Office (Hon. Stockwell Day, political minister for British Columbia)"
514861,Intergovernmental Affairs
514861,"Vancouver MRO-Minister's Regional Office (Office of Hon. Stockwell Day, British Columbia political minister)"
514885,Investment Review Agency
514885,Technology Partnership Canada
514887,Aboriginal Affairs
514891,Copyright Board
514896,PMO
514897,Office of the Federal Interlocutor for Métis
514899,Treasury Board Secretariat of Canada
514899,Office of the Chief Actuary of Canada
514909,Office of the Superintendent of Insurance
514919,CROWN CORPORATIONS
514919,LABOUR
514922,Competition Policy Review Panel Secretariat
514923,Members of the Senate
514924,National Round Table on the Environment and the Economy
514924,Members of the Senate
514938,Canadian Intellectual Property Office
514939,Canadian Intellectual Property Office
514940,Canadian Intellectual Property Office
514941,Canadian Intellectual Property Office
514942,Canadian Intellectual Property Office
514943,Public Safety and Emergency Preparedness
514943,Coast Guard
514957,Office of the Superintendent of Financial Institutions (OSFI)
514978,CFIA - Canadian Food Inspection Agency
514984,CDIC
514984,Office of the Superintendent of Financial Institutions
514984,FINTRAC
514988,Federal/Provincial Relations
515011,Copyright Board
515022,Canadian Institute of Health Research
515022,Canadian Public Health Agency
515022,Investment Review Agency
515033,Office of the Superintendent of Financial Institutions
515038,NATIONAL CONTINGENCY PLANNING GROUP
515038,"CANADA NOVA SCOTIA OFFSHORE PETROLEUM BOARD, CANADA NEWFOUNDLAND LABRADOR OFFSHORE PETROLEUM BOARD"
515038,TRANSPORT DEVELOPMENT CENTRE
515038,Coasting Trade Agency
515038,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
515062,Labour Canada
515065,VARIOUS MEMBERSOF PARLIAMENT AND GOVERNMENT OFFICIALS
515069,Environmental Assessment Agency
515071,Communication Security Establishment
515074,Office of the Superintendent of Insurance
515089,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
515090,"Bank of Canada, Office of the Superintendent of Financial Institutions (OSFI)"
515094,Members of Parliament
515096,Office of the Superintendent of Financial Institutions
515098,Office of the Superintendent of Financial Institutions
515099,Office of the Superintendent of Financial Institutions
515100,Office of the Superintendent of Financial Institutions
515102,Prime minister' Office
515107,Coast Guard
515107,Labour Canada
515107,Public Safety & Emergency Preparedness
515110,Secretary of State for Sport
515112,Canadian Public Health Agency
515112,Canadian Institute of Health Research
515112,Investment Review Agency
515112,Technology Partnership Canada
515113,FedNor
515114,Transport Infrastructure and Communities
515116,FedNor
515117,FedNor
515118,FedNor (Industry Canada)
515126,Rural and Co-operatives Secretariat
515129,Federal Economic Development Initiative for Northern Ontario
515140,Rural and Co-operatives Secretariat
515141,Rural and Co-operatives Secretariat
515142,Rural and Co-operatives Secretariat
515150,Science & Technology Innovation Council of Canada
515151,Science & Technology Innovation Council of Canada
515152,Science & Technology Innovation Council of Canada
515153,Geological Survey of Canada
515153,Public Health Agency
515153,Canadian Institutes for Health Research (CIHR)
515153,Status of Women
515153,Canadian Forest Service
515153,Energy Retrofit Assistance for Implementation
502720,Canada Health Infoway
502720,Canadian Health Council
502720,Canadian Institute for Health Information
502720,Canadian Patient Safety Institute
502723,The Senate of Canada
502723,Intergovernmental Affairs
502723,Canada Health Infoway
502723,Canadian Health Council
502723,Canadian Institute for Health Information
502723,Canadian Patient Safety Institute
502724,The Senate of Canada
502724,Intergovernmental Affairs
502724,Canada Health Infoway
502724,Canadian Health Council
502724,Canadian Institute for Health Information
502724,Canadian Patient Safety Institute
502736,Members of Parliament
502748,"NATURAL RESOURCES CANADA, ENERGY SECTOR"
502749,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS;
502749,DEPARTMENT OF INTERNATIONAL AFFAIRS
502749,EXPORT DEVELOPMENT CORPORATION
502749,HERITAGE CANADA FOUNDATION
502749,OCIPEP (OFFICE OF CRITICAL INFRASTRUCTURE AND PUBLIC SAFETY AND EMERGENCY PREPAREDNESS
502751,Office of the Prime Minister
502760,Canada-Newfoundland Labrador Offshore Petroleum Board
502760,Immigration Canada
502760,Canada-Nova Scotia Offshore Petroleum Board
502761,Office of the Superintendent of Financial Institutions (OSFI)
502777,Parliament of Canada
502778,Parliament of Canada
502781,Parliament of Canada
502782,Parliament of Canada
502783,Office of the Superintendent of Financial Institutions
502784,Bureau of Competition Policy
502784,Office of the Superintendent of Financial Institutions
502794,Ministers of National Revenue
502794,Human Resources and Social Development
502794,National Revenue
502794,International Co-operation and departments
502800,Canadian Agency for Drugs and Technology in Health
502802,Public Safety and Emergency Preparedness
502807,Public Health Agency
502810,Leader of the Government in the Senate
502810,Members
502810,Leader of the Opposition
502810,International Trade
502811,C.I.H.R
502821,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
502822,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
502826,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
502829,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
502842,Communication Security Establishment
502844,OSFI
502851,Canada Health Infoway
502851,Canadian Health Council
502851,Canadian Institute for Health Information
502851,Intergovernmental Affairs
502851,Canadian Patient Safety Institute
502852,Intergovernmental Affairs
502852,Canadian Health Council
502852,Canadian Institutes for Health Information
502852,Canadian Patient Safety Institute
502852,Canada Health Infoway
502853,Intergovernmental Affairs
502853,Canadian Health Council
502853,Canadian Institute for Health Information
502853,Canadian Patient Safety Institute
502853,Canada Health Infoway
502854,Intergovernmental Affairs
502854,Canadian Health Council
502854,Canadian Institute for Health Information
502854,Canadian Patient Safety Institute
502854,Canada Health Infoway
502855,Public Health Agency of Canda
502855,Intergovernmental Affairs
502855,Canadian Health Council
502855,Canadian Institute for Health Information
502855,Canadian Patient Safety Institute
502855,Canada Health Infoway
502857,Office of the Superintendant of Financia Institutions
502858,Office of the Superintendant of Financial Institutions
502859,Human Resources and Social Development Canada
502859,CMHC
502863,MEMBERS OF PARLIAMENT
502865,Investment Canada
502868,Ministère du développement économique régional
502868,Agence du développement économique pour le Québec
502873,Canadian Security Intelligence Services
502873,Standing Committee on Transportation
502873,Public Safety & Emergency Preparedness
502879,Regional Development
480210,MEMBERS OF PARLIAMENT; MPS STAFF
480226,PMO
480233,Smart Regulation
480233,Canadian Border Security
480244,Rural Development
480261,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS AND FINANCIAL ANALYSIS AND REPORTS ANANLYSIS 
480262,CANADA TRANSPORTATION ACT REVIEW PANEL
480274,INFRASTRUCTURES CANADA
480285,LABOUR CANADA
480287,SOCIAL DEVELOPMENT CANADA
480287,SOCIAL
480292,OFFICE OF THE DEPUTY PRIME MINISTER
480301,OFFICE OF THE DEPUTY PRIME MINISTER
480302,EXPORT DEVELOPMENT CORPORATION
480304,MINISTRY OF LABOUR
480304,MINISTER OF STATE FOR MULTICULTURALISM
480304,HOMELESSNESS SECRETARIAT
480310,"DEPARTMENT OF FINANCE, TAX LEGISLATION DEPARTMENT."
480316,CIHR
480316,SENATE
480327,OSFI
480380,PMO
480389,CANADIAN INSTITUTE FOR HEALTH INFORMATION
480389,CANADA HEALTH INFOWAY
480389,HEALTH COUNCIL
480389,INTERGOUVERNMENTAL AFFAIRS
480389,THE SENATE OF CANADA
480395,CANADIAN FOOD INPECTION AGENCY
480397,MPP'S
480402,MPS
480410,"MEMBERS OF PARLIAMENT, OFFICE OF PM, SENATORS"
480412,DEPUTY PRIME MINISTER'S OFFICE
480414,EXPORT DEVELOPMENT CORPORATION
480415,PARLIAMENTARY SECRETARY TO THE PRIME MINISTER (CITIES)
480416,MP'S
480418,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
480430,OFFICE OF THE PRIME MINISTER
480442,"MEMBERS OF PARLIAMENT, SENATORS, OFFICE OF PM"
480451,PRIME MINISTERS OFFICE
480462,OCIPEP
480469,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480471,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480473,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480475,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480495,Canada Post
480502,LABOUR CANADA
480516,Office Superintendent of Financial Institutions
480517,Office Superintendent of Financial Institutions
480518,Coast Guard
480518,Labour Canada
480518,Public Safety & Emergency Preparedness
480522,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480524,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480542,GENOME CANADA
480542,CIHR
480542,CDN FOOD INSPECTION AGENCY
480555,PUBLIC SAFETY AND EMERGENCY PREPAREDNESS
480586,MP'S
480590,MEMBERS OF PARLIAMENT
480591,MP'S
480596,MP'S
480619,Bureau du Premier ministre
480676,Minister of State for Financial Institutions
480676,Prime Ministers Office
480681,LIQUOR CONTROL BOARD OF ONTARIO
480681,MINISTRY OF CONSUMER AND COMMERCIAL RELATIONS
480681,MEMBERS OF PROVINCIAL PARLIAMENT
480710,Ministry of Labour and Housing
480710,CMHC
480734,Deputy Prime Minister's Office
480751," POLICY AND LAW ENFORCEMENT DIRECTORATE, SOLICITOR GENERAL CANADA"
480751," ABORIGINAL POLICY UNIT, SOLICITOR GENERAL CANADA"
480756,"CANADIAN DAIRY COMMISSION, CANADIAN WHEAT BOARD"
480763,CIMLATE CHANGE SECRETARIATE
480763,CANADIAN CUSTOMS & REVENUE AGENCY
480763,OFFICE OF THE PRIME MINISTER
480764,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
480764,NATIONAL CONTINGENCY PLANNING GROUP
480764,"CANADA NOVA SCOTIA OFFSHORE PETROLEUM BOARD, CANADA NEWFOUNDLAND OFFSHORE PETROLEUM BOARD"
480764,TRANSPORT DEVELOPMENT CENTRE
480787,Conseil Arts Ontario
480787,Fondation franco-ontarienne
480787,Ministère Culture Ontario
480787,Conseil Arts Canada
480787,Fondation Trillium Ontario
480787,Ministère Éducation
480787,SAIC
480787,Ville d'Ottawa
480794,INFRASTRUCTURES AND COMMUNITIES
480802,Diversification de l'économie de l'Ouest
480802,Secrétariat des affaires intergouvernementales canadienne
480802,Agence de santé publique Canada
480802,Sport Canada
480810,OFFICE OF THE SUPERINTENDANT OF FINANCIAL INSTITUTIONS (OSFI)
480811,CANADA POST
480812,"INFRASTRUCTURE CANADA, BANK OF CANADA, CMHC, PRIME MINISTERS OFFICE"
480814,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
502879,Pacific Gateway
502888,Office of the Superintendent of Financial Institutions
502894,Regional Development
502894,Pacific Gateway
502896,Canadian Air Transport Secuity Authority
502896,Canadian Security Intelligence Services
502896,Standing Committee on Transportation
502903,Regional Development
502903,Pacific Gateway
502923,FINANCE COMMITTEE OF HOUSE OF COMMONS
502943,OFFICE OF THE PRIME MINISTER
502950,Canadian Security Intelligence Services
502950,Standing Committee on Transportation
502950,Canadian Border Services Agency
502951,Canadian Security Intelligence Services
502951,Standing Committee on Transportation
502951,Canadian Border Services Agency
502952,Canadian Air Transport Secuity Authority
502952,Canadian Security Intelligence Services
502952,Standing Committee on Transportation
502952,Canadian Border Services Agency
502953,Canadian Air Transport Secuity Authority
502953,Canadian Sercurity Intelligence Services
502953,Standing Committee on Transportation
502953,Canadian Border Services Agency
502954,Canadian Air Transport Secuity Authority
502954,Canadian Security Intelligence Services
502954,Standing Committee on Transportation
502954,Canadian Border Services Agency
502960,Canadian Agency for Drugs and Technology in Health
502964,Canada Foundation for Innovation
502969,Intergovernmental Affairs
502969,Canadian Health Council
502969,Canadian Institute for Health Information
502969,Canadian Patient Safety Institute
502969,Canada Health Infoway
502973,Sport
502986,"INTERNATIONAL TRADE, DEPUTY PRIME MINISTER'S OFFICE"
502987,CANADA LANDS COMPANY LIMITED
503001,CANADA ECONOMIC DEVELOPMENT FOR QUEBEC REGION
503003,Sports Canada
503012,"The Canadian Consulates in Houston, Dallas and Seattle"
503012,The Canadian Embassy in Washington
503012,The Council of Energy Ministers
503028,Deputy Minister's Office - Services Canada
503029,Smart Regulation
503029,Policy Research Initiative
